set_num,name,built,streamed,displayed,comments
75308-1,troy,T
75318-1,troy,T
75304-1,troy,T
75305-1,troy,T
75306-1,troy,T
75296-1,troy,T
75277-1,troy,T
40531-1,troy,T
30495-1,troy,T
75192-1,troy,
75341-1,troy,T
75275-1,troy,
75343-1,troy,T
75327-1,troy,
75328-1,troy,
5007403-1,troy,
5007406-1,troy,
75308-1,n0nder,T,T,T
75304-1,n0nder,T,T,T
75275-1,n0nder,T,,T, needs verified
75218-1,n0nder,T,,T
75318-1,n0nder,T,,T
75306-1,n0nder,T,,T
75187-1,n0nder,T,,T, needs verified
75277-1,n0nder,T,,T
75292-1,n0nder,T,,T, needs verified
75243-1,n0nder,T,,T, needs verified
75095-1,n0nder,T,,T, needs verified
75192-1,n0nder,T,,T
